split_name	fold_id	expert	top10_positive_n	top10_negative_n	top10_precision	top10_overlap_n
hla_stratified_group_5fold	hla_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_stratified_group_5fold	hla_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				2.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				3.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::F_CROSS_all_rf				5.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				3.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				3.0
hla_stratified_group_5fold	hla_01	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				5.0
hla_stratified_group_5fold	hla_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_stratified_group_5fold	hla_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				3.0
hla_stratified_group_5fold	hla_01	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				2.0
hla_stratified_group_5fold	hla_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
hla_stratified_group_5fold	hla_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_stratified_group_5fold	hla_01	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				5.0
hla_stratified_group_5fold	hla_01	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				2.0
hla_stratified_group_5fold	hla_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
hla_stratified_group_5fold	hla_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				4.0
hla_stratified_group_5fold	hla_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				5.0
hla_stratified_group_5fold	hla_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				7.0
hla_stratified_group_5fold	hla_01	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				3.0
hla_stratified_group_5fold	hla_02	C_counterfactual_rf	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	D_structure_geometry_rf	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	E_quantum_fixed_rf	1.0	9.0	0.1	
hla_stratified_group_5fold	hla_02	F_CROSS_all_rf	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	qk_no_anchor_gamma1	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	qk_quantum_only_gamma1	2.0	8.0	0.2	
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::D_structure_geometry_rf				8.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::F_CROSS_all_rf				8.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
hla_stratified_group_5fold	hla_02	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				6.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::F_CROSS_all_rf				9.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				6.0
hla_stratified_group_5fold	hla_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_02	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				7.0
hla_stratified_group_5fold	hla_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_02	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
hla_stratified_group_5fold	hla_03	C_counterfactual_rf	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	D_structure_geometry_rf	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	E_quantum_fixed_rf	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	F_CROSS_all_rf	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	qk_no_anchor_gamma1	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	qk_quantum_only_gamma1	4.0	6.0	0.4	
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::D_structure_geometry_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::E_quantum_fixed_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::F_CROSS_all_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::F_CROSS_all_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				10.0
hla_stratified_group_5fold	hla_03	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_03	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_04	C_counterfactual_rf	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	D_structure_geometry_rf	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	E_quantum_fixed_rf	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	F_CROSS_all_rf	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	qk_no_anchor_gamma1	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	qk_quantum_only_gamma1	3.0	7.0	0.3	
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::D_structure_geometry_rf				9.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::E_quantum_fixed_rf				9.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::F_CROSS_all_rf				10.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				9.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::F_CROSS_all_rf				9.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				9.0
hla_stratified_group_5fold	hla_04	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				10.0
hla_stratified_group_5fold	hla_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				9.0
hla_stratified_group_5fold	hla_04	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				10.0
hla_supertype_heldout	super_00	C_counterfactual_rf	2.0	3.0	0.4	
hla_supertype_heldout	super_00	D_structure_geometry_rf	2.0	3.0	0.4	
hla_supertype_heldout	super_00	E_quantum_fixed_rf	2.0	3.0	0.4	
hla_supertype_heldout	super_00	F_CROSS_all_rf	2.0	3.0	0.4	
hla_supertype_heldout	super_00	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	2.0	3.0	0.4	
hla_supertype_heldout	super_00	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	2.0	3.0	0.4	
hla_supertype_heldout	super_00	qk_no_anchor_gamma1	2.0	3.0	0.4	
hla_supertype_heldout	super_00	qk_quantum_only_gamma1	2.0	3.0	0.4	
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::D_structure_geometry_rf				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::E_quantum_fixed_rf				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::F_CROSS_all_rf				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::F_CROSS_all_rf				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				5.0
hla_supertype_heldout	super_00	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_00	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_01	C_counterfactual_rf	4.0	6.0	0.4	
hla_supertype_heldout	super_01	D_structure_geometry_rf	2.0	8.0	0.2	
hla_supertype_heldout	super_01	E_quantum_fixed_rf	2.0	8.0	0.2	
hla_supertype_heldout	super_01	F_CROSS_all_rf	5.0	5.0	0.5	
hla_supertype_heldout	super_01	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	5.0	5.0	0.5	
hla_supertype_heldout	super_01	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	4.0	6.0	0.4	
hla_supertype_heldout	super_01	qk_no_anchor_gamma1	5.0	5.0	0.5	
hla_supertype_heldout	super_01	qk_quantum_only_gamma1	3.0	7.0	0.3	
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::D_structure_geometry_rf				5.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::E_quantum_fixed_rf				3.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::F_CROSS_all_rf				7.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				4.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				4.0
hla_supertype_heldout	super_01	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				2.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				3.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::F_CROSS_all_rf				5.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				4.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				3.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				4.0
hla_supertype_heldout	super_01	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				3.0
hla_supertype_heldout	super_01	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				5.0
hla_supertype_heldout	super_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				3.0
hla_supertype_heldout	super_01	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				4.0
hla_supertype_heldout	super_01	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				2.0
hla_supertype_heldout	super_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
hla_supertype_heldout	super_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_01	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_01	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				2.0
hla_supertype_heldout	super_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
hla_supertype_heldout	super_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				9.0
hla_supertype_heldout	super_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				4.0
hla_supertype_heldout	super_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				5.0
hla_supertype_heldout	super_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_01	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				3.0
hla_supertype_heldout	super_02	C_counterfactual_rf	1.0	9.0	0.1	
hla_supertype_heldout	super_02	D_structure_geometry_rf	1.0	9.0	0.1	
hla_supertype_heldout	super_02	E_quantum_fixed_rf	1.0	9.0	0.1	
hla_supertype_heldout	super_02	F_CROSS_all_rf	1.0	9.0	0.1	
hla_supertype_heldout	super_02	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	1.0	9.0	0.1	
hla_supertype_heldout	super_02	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	1.0	9.0	0.1	
hla_supertype_heldout	super_02	qk_no_anchor_gamma1	1.0	9.0	0.1	
hla_supertype_heldout	super_02	qk_quantum_only_gamma1	0.0	10.0	0.0	
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::D_structure_geometry_rf				6.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::F_CROSS_all_rf				8.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
hla_supertype_heldout	super_02	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				7.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::F_CROSS_all_rf				8.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				7.0
hla_supertype_heldout	super_02	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				5.0
hla_supertype_heldout	super_02	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				7.0
hla_supertype_heldout	super_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
hla_supertype_heldout	super_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_02	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				8.0
hla_supertype_heldout	super_02	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
hla_supertype_heldout	super_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_supertype_heldout	super_02	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				8.0
hla_supertype_heldout	super_02	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
hla_supertype_heldout	super_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				10.0
hla_supertype_heldout	super_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				7.0
hla_supertype_heldout	super_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				8.0
